Baseline_good_outcomes_(median),Baseline_good_outcomes_per_1000_patients_(low_5%),Baseline_good_outcomes_per_1000_patients_(high_95%),Baseline_good_outcomes_per_1000_patients_(mean),Baseline_good_outcomes_per_1000_patients_(stdev),Baseline_good_outcomes_per_1000_patients_(95ci),Percent_Thrombolysis_(median%),Percent_Thrombolysis_(low_5%),Percent_Thrombolysis_(high_95%),Percent_Thrombolysis_(mean),Percent_Thrombolysis_(stdev),Percent_Thrombolysis_(95ci),Additional_good_outcomes_per_1000_patients_(median),Additional_good_outcomes_per_1000_patients_(low_5%),Additional_good_outcomes_per_1000_patients_(high_95%),Additional_good_outcomes_per_1000_patients_(mean),Additional_good_outcomes_per_1000_patients_(stdev),Additional_good_outcomes_per_1000_patients_(95ci),Onset_to_needle_(mean),calibration,scenario,stroke_team
268.13,247.84,288.47,267.88,12.65,2.48,21.16,19.25,22.63,21.06,1.03,0.2,20.65,18.35,21.97,20.54,1.15,0.22,134.4,1.0,speed_onset_benchmark,FPTBM7594G
237.43,198.04,273.74,234.36,22.16,4.34,13.69,10.61,16.76,13.61,1.86,0.36,12.38,9.26,15.28,12.46,1.78,0.35,132.65,1.0,speed_onset_benchmark,FWHZZ0143J
253.83,227.24,288.95,254.66,20.84,4.08,21.01,18.37,24.08,21.05,1.85,0.36,20.03,17.58,24.22,20.48,2.04,0.4,128.23,1.0,speed_onset_benchmark,FYFMU3598G
268.38,244.04,295.66,269.01,15.79,3.09,18.24,15.88,20.74,18.24,1.52,0.3,17.88,15.26,20.42,17.82,1.6,0.31,134.98,1.0,speed_onset_benchmark,GKONI0110I
263.86,239.7,283.13,263.1,13.63,2.67,16.33,14.09,17.83,16.2,1.18,0.23,15.94,13.61,17.71,15.74,1.22,0.24,133.78,1.0,speed_onset_benchmark,GLRVJ5773V
270.22,243.75,295.34,269.56,15.87,3.11,18.2,15.93,20.23,18.02,1.37,0.27,17.87,15.28,20.21,17.75,1.35,0.26,135.33,1.0,speed_onset_benchmark,GRCGI3873D
250.84,227.34,284.36,253.13,17.92,3.51,17.98,15.72,20.59,18.12,1.63,0.32,17.61,15.22,20.3,17.81,1.66,0.33,126.8,1.0,speed_onset_benchmark,GWOXR9160G
262.88,234.46,300.18,263.96,18.95,3.71,22.56,19.53,24.88,22.52,1.74,0.34,21.49,18.2,24.11,21.34,1.8,0.35,139.55,1.0,speed_onset_benchmark,HBFCN1575G
257.0,230.56,283.61,258.42,18.05,3.54,14.17,11.84,16.48,14.27,1.49,0.29,14.37,12.01,17.02,14.3,1.57,0.31,124.88,1.0,speed_onset_benchmark,HGGNH9018F
254.6,220.86,297.85,256.72,24.1,4.72,17.18,13.8,19.94,17.09,1.98,0.39,16.78,12.58,20.03,16.7,2.19,0.43,128.24,1.0,speed_onset_benchmark,HONZP0443O
264.15,216.98,311.56,265.33,26.76,5.25,21.7,16.93,25.97,21.69,2.82,0.55,22.19,16.96,27.29,22.07,3.22,0.63,126.83,1.0,speed_onset_benchmark,HPWIF9956L
257.8,235.83,282.21,258.44,14.96,2.93,32.33,29.96,34.59,32.34,1.52,0.3,32.34,29.29,34.3,32.14,1.68,0.33,126.54,1.0,speed_onset_benchmark,HREGJ0143U
271.76,237.65,313.06,271.34,23.6,4.62,14.0,11.06,16.47,13.99,1.66,0.33,13.7,10.67,16.09,13.67,1.68,0.33,136.85,1.0,speed_onset_benchmark,HYCCK3082L
255.29,232.75,276.46,255.22,13.68,2.68,20.61,17.56,22.92,20.54,1.63,0.32,18.85,16.02,20.9,18.74,1.56,0.31,142.95,1.0,speed_onset_benchmark,HYNBH3271L
248.09,205.92,297.71,246.45,28.13,5.51,21.37,17.18,26.37,21.5,2.84,0.56,21.11,16.84,26.87,21.36,3.08,0.6,122.24,1.0,speed_onset_benchmark,HZMLX7970T
257.78,222.22,293.33,257.62,20.83,4.08,15.56,13.1,18.9,15.72,1.68,0.33,14.71,12.15,17.71,14.88,1.73,0.34,136.64,1.0,speed_onset_benchmark,HZNVT9936G
257.99,218.55,287.59,255.43,19.99,3.92,15.48,12.76,18.92,15.55,1.82,0.36,14.64,12.01,17.68,14.62,1.83,0.36,134.78,1.0,speed_onset_benchmark,IATJE0497S
247.24,220.59,292.46,249.98,20.73,4.06,16.54,13.4,18.94,16.47,1.64,0.32,15.85,13.24,17.94,15.72,1.52,0.3,131.07,1.0,speed_onset_benchmark,IAZKG9244A
245.0,221.19,266.44,245.18,15.2,2.98,23.44,21.38,26.01,23.66,1.5,0.29,21.65,19.4,23.98,21.66,1.52,0.3,138.56,1.0,speed_onset_benchmark,IDHVL2894N
239.8,217.69,272.28,242.81,17.11,3.35,20.24,17.86,23.65,20.37,1.74,0.34,18.44,16.07,21.19,18.55,1.67,0.33,137.51,1.0,speed_onset_benchmark,ISIZF6614O
263.67,218.75,304.88,263.36,29.89,5.86,9.57,7.01,12.89,9.71,1.94,0.38,11.46,8.39,15.56,11.59,2.38,0.47,80.89,1.0,speed_onset_benchmark,ISXKM9668U
259.96,233.4,294.12,262.98,18.33,3.59,23.72,20.49,26.76,23.6,1.92,0.38,23.28,19.85,26.42,23.26,1.99,0.39,131.34,1.0,speed_onset_benchmark,ITFRR7678Y
256.35,225.89,302.03,260.13,23.04,4.52,16.5,13.69,20.05,16.63,1.94,0.38,15.73,12.84,19.27,15.69,2.05,0.4,138.29,1.0,speed_onset_benchmark,IUMNL9626U
255.76,207.14,295.16,253.59,27.36,5.36,17.51,13.34,21.68,17.47,2.53,0.5,17.34,12.75,22.12,17.38,2.8,0.55,121.89,1.0,speed_onset_benchmark,IWINL6248B
234.88,212.38,260.27,235.75,14.65,2.87,19.62,17.3,21.81,19.76,1.4,0.27,18.04,15.78,20.12,18.02,1.38,0.27,132.2,1.0,speed_onset_benchmark,IYJHY1440E
273.77,250.18,297.41,273.38,15.8,3.1,22.14,19.74,24.19,22.05,1.32,0.26,21.64,19.18,23.96,21.7,1.42,0.28,134.8,1.0,speed_onset_benchmark,JADBS8258F
260.4,233.84,287.01,262.03,14.92,2.92,15.44,13.83,17.05,15.37,1.0,0.2,14.41,12.93,16.26,14.53,1.03,0.2,139.45,1.0,speed_onset_benchmark,JHDQL1362V
255.58,237.34,276.3,256.75,12.55,2.46,17.37,16.21,19.19,17.47,0.9,0.18,16.55,15.37,18.28,16.66,0.95,0.19,134.63,1.0,speed_onset_benchmark,JINXD0311F
276.67,230.0,323.5,275.83,27.76,5.44,21.0,17.32,24.02,20.97,2.31,0.45,21.53,17.49,25.56,21.5,2.49,0.49,126.66,1.0,speed_onset_benchmark,JRXDG8181O
262.38,198.02,337.13,263.96,43.86,8.6,14.85,8.91,20.84,14.49,3.55,0.7,14.51,7.94,20.73,14.34,4.05,0.79,127.47,1.0,speed_onset_benchmark,JXJYG0100P
245.98,217.04,268.49,244.52,16.25,3.18,26.69,23.63,29.6,26.68,1.73,0.34,24.72,21.64,27.18,24.54,1.78,0.35,135.35,1.0,speed_onset_benchmark,KECZG3964M
271.87,253.85,298.31,274.0,14.71,2.88,16.54,14.42,18.44,16.46,1.25,0.24,16.6,14.31,18.5,16.49,1.32,0.26,133.72,1.0,speed_onset_benchmark,KZKEZ2257Z
232.61,204.35,263.15,234.0,19.4,3.8,20.65,17.59,23.07,20.65,1.78,0.35,19.03,15.92,22.58,19.1,1.87,0.37,129.26,1.0,speed_onset_benchmark,LECHF1024T
247.26,218.71,273.63,246.11,18.19,3.57,5.69,3.94,6.78,5.54,0.92,0.18,5.15,3.37,6.54,5.1,0.95,0.19,135.35,1.0,speed_onset_benchmark,LFPMM4706C
250.0,213.33,303.5,254.03,27.86,5.46,18.67,15.0,22.68,18.62,2.19,0.43,17.55,14.62,21.01,17.76,2.16,0.42,130.28,1.0,speed_onset_benchmark,LFZMO6561M
258.47,226.59,288.14,258.62,18.63,3.65,23.09,19.92,26.71,23.17,2.09,0.41,22.68,19.39,26.21,22.76,2.13,0.42,126.49,1.0,speed_onset_benchmark,LGNPK4211W
259.15,225.21,301.41,260.17,23.34,4.57,22.39,18.28,26.52,22.3,2.48,0.49,22.36,18.08,26.59,22.29,2.61,0.51,125.18,1.0,speed_onset_benchmark,LLPWF6176Z
252.65,226.06,288.07,254.61,19.11,3.75,17.84,15.36,21.21,18.05,1.76,0.34,16.44,13.85,19.85,16.46,1.71,0.34,142.58,1.0,speed_onset_benchmark,LUVFZ2751A
227.85,185.65,270.04,228.4,25.08,4.92,11.81,8.84,15.21,11.84,1.88,0.37,10.96,7.73,14.17,10.93,1.93,0.38,123.76,1.0,speed_onset_benchmark,LZAYM7611L
251.67,232.02,272.12,251.08,13.6,2.67,17.79,15.88,19.8,17.79,1.19,0.23,16.37,14.48,18.13,16.32,1.12,0.22,139.25,1.0,speed_onset_benchmark,LZGVG8257A
267.39,237.94,298.61,267.47,17.97,3.52,22.95,20.09,25.83,22.99,1.73,0.34,22.96,19.88,26.02,22.94,1.87,0.37,128.54,1.0,speed_onset_benchmark,MHMYL4920B
245.95,197.25,285.28,242.82,27.21,5.33,19.09,15.21,22.67,18.99,2.35,0.46,18.37,14.31,22.47,18.06,2.45,0.48,128.75,1.0,speed_onset_benchmark,NFBUF0424E
245.93,217.0,282.19,248.64,18.48,3.62,22.88,20.79,25.86,23.05,1.57,0.31,21.22,18.83,24.39,21.39,1.65,0.32,138.04,1.0,speed_onset_benchmark,NGKDE7265L
251.96,223.63,280.13,251.17,17.5,3.43,15.41,13.14,18.0,15.41,1.44,0.28,14.73,12.65,17.24,14.91,1.41,0.28,128.69,1.0,speed_onset_benchmark,NTPQZ0829K
263.75,231.31,283.33,260.53,17.17,3.36,16.34,14.56,19.26,16.59,1.5,0.29,15.85,13.36,18.9,16.01,1.63,0.32,133.76,1.0,speed_onset_benchmark,NZECY6641V
266.51,241.9,300.39,267.28,18.27,3.58,16.75,14.77,19.34,16.9,1.43,0.28,16.29,14.07,18.52,16.38,1.53,0.3,136.32,1.0,speed_onset_benchmark,NZNML2841Q
244.18,221.71,267.89,243.77,14.86,2.91,15.42,13.98,16.59,15.33,0.89,0.17,14.05,12.48,15.31,13.96,0.91,0.18,138.4,1.0,speed_onset_benchmark,OFKDF3720W
259.44,231.44,284.15,258.7,16.46,3.23,14.94,12.78,17.24,15.08,1.55,0.3,15.04,12.44,17.84,15.12,1.62,0.32,123.65,1.0,speed_onset_benchmark,OHGIK1804X
273.06,241.51,304.7,271.94,21.63,4.24,17.9,15.68,20.85,18.07,1.49,0.29,18.91,16.47,22.26,19.02,1.72,0.34,121.03,1.0,speed_onset_benchmark,OKVRY7006H
263.54,239.98,298.01,266.79,19.08,3.74,21.39,18.77,24.56,21.39,1.63,0.32,19.77,17.67,22.93,19.93,1.62,0.32,146.17,1.0,speed_onset_benchmark,OQYTM8444L
257.46,220.15,294.96,258.4,26.02,5.1,20.52,15.67,24.29,20.25,2.76,0.54,18.91,14.24,23.14,18.69,2.63,0.51,143.06,1.0,speed_onset_benchmark,OUXUZ1084Q
250.73,225.8,278.64,252.57,15.66,3.07,15.89,13.55,18.08,15.92,1.45,0.28,15.23,12.62,17.36,15.1,1.6,0.31,133.69,1.0,speed_onset_benchmark,OYASQ1316D
261.45,232.73,293.99,261.91,18.33,3.59,18.7,16.01,21.76,18.77,1.76,0.35,18.45,15.55,21.29,18.46,1.8,0.35,129.8,1.0,speed_onset_benchmark,PAOUI8935Z
248.67,220.25,275.49,248.38,18.21,3.57,18.12,15.44,20.43,18.08,1.6,0.31,16.13,14.14,18.43,16.2,1.53,0.3,144.55,1.0,speed_onset_benchmark,PAYNN3649Z
261.81,234.75,288.87,261.55,17.22,3.38,13.5,11.73,15.67,13.57,1.21,0.24,12.94,11.2,14.58,12.9,1.17,0.23,137.65,1.0,speed_onset_benchmark,PDNWI2057P
250.87,228.9,278.61,251.88,15.29,3.0,21.73,19.65,23.7,21.76,1.3,0.26,21.06,18.53,23.63,21.06,1.46,0.29,129.84,1.0,speed_onset_benchmark,PSNKC7508G
274.06,241.35,303.43,273.51,18.99,3.72,16.48,14.34,18.92,16.51,1.47,0.29,16.4,14.1,19.05,16.58,1.59,0.31,131.07,1.0,speed_onset_benchmark,QNARI2373R
277.0,254.13,304.96,278.16,15.81,3.1,18.81,17.03,20.6,18.78,1.08,0.21,18.8,17.19,20.59,18.78,1.12,0.22,134.67,1.0,speed_onset_benchmark,QOAPO4699N
248.21,219.57,284.01,251.72,22.2,4.35,23.15,20.27,26.03,23.2,1.98,0.39,22.45,18.89,25.19,22.22,2.09,0.41,131.26,1.0,speed_onset_benchmark,QOGNY5824N
240.74,206.08,280.56,240.98,21.51,4.22,25.93,21.93,29.63,25.76,2.35,0.46,22.85,19.01,26.34,22.83,2.21,0.43,143.0,1.0,speed_onset_benchmark,QQUVD2066Z
267.74,235.16,309.68,269.77,23.83,4.67,15.81,12.58,20.0,16.03,2.12,0.42,15.91,12.86,19.75,15.93,2.22,0.43,132.18,1.0,speed_onset_benchmark,QTELJ8888W
268.61,248.39,291.0,267.97,14.57,2.85,15.39,13.27,17.52,15.31,1.34,0.26,15.16,12.98,17.2,15.09,1.34,0.26,133.58,1.0,speed_onset_benchmark,QWKRA8499D
257.62,221.61,299.17,258.06,23.69,4.64,15.79,13.02,18.85,15.84,1.83,0.36,15.13,12.14,18.32,15.15,1.82,0.36,133.09,1.0,speed_onset_benchmark,QZMCK3259S
248.37,213.51,281.15,249.32,20.81,4.08,23.31,19.83,27.02,23.29,2.13,0.42,22.92,19.27,26.89,22.98,2.22,0.44,124.11,1.0,speed_onset_benchmark,RDVPJ0375X
241.0,217.45,270.74,246.59,17.19,3.37,19.25,17.21,21.91,19.33,1.41,0.28,18.0,16.09,20.58,18.26,1.48,0.29,132.5,1.0,speed_onset_benchmark,REVJR6326T
243.54,217.71,271.49,245.17,16.78,3.29,23.89,21.2,26.39,23.94,1.67,0.33,22.52,19.96,25.61,22.5,1.76,0.34,132.09,1.0,speed_onset_benchmark,RGJWU8840Q
255.98,227.09,273.98,254.07,15.19,2.98,17.94,15.54,19.39,17.81,1.2,0.24,17.4,15.13,19.12,17.29,1.23,0.24,128.89,1.0,speed_onset_benchmark,ROOIZ9592Y
245.5,213.85,281.53,246.6,21.04,4.12,25.34,21.85,29.28,25.41,2.17,0.43,24.21,20.65,27.78,24.28,2.18,0.43,127.92,1.0,speed_onset_benchmark,SBRDX1922J
275.95,247.03,301.65,275.07,16.97,3.33,21.58,18.6,24.38,21.55,1.72,0.34,21.73,18.3,24.38,21.69,1.78,0.35,131.11,1.0,speed_onset_benchmark,SBYTE4026H
249.68,225.1,273.03,249.64,14.8,2.9,18.5,16.29,20.58,18.42,1.33,0.26,17.15,15.08,19.36,17.1,1.35,0.26,138.0,1.0,speed_onset_benchmark,SJVFI6669M
287.0,261.2,314.03,286.15,16.27,3.19,14.8,12.87,16.99,14.82,1.29,0.25,15.28,13.17,17.66,15.3,1.43,0.28,131.53,1.0,speed_onset_benchmark,SMVTP6284P
270.45,242.95,313.64,272.64,20.61,4.04,16.14,13.86,19.78,16.33,1.77,0.35,16.71,13.72,20.55,16.82,1.95,0.38,124.98,1.0,speed_onset_benchmark,SQGXB9559U
258.28,204.97,305.63,257.81,34.5,6.76,17.22,11.92,21.89,16.95,3.03,0.59,15.94,11.27,21.52,16.0,3.1,0.61,136.69,1.0,speed_onset_benchmark,TBZOA3799I
280.16,252.82,309.34,282.84,17.7,3.47,24.42,22.34,28.61,24.87,1.98,0.39,25.58,22.73,29.22,25.9,2.2,0.43,126.86,1.0,speed_onset_benchmark,TFSJP6914B
244.74,221.8,277.34,247.06,18.35,3.6,12.72,10.12,14.92,12.68,1.57,0.31,12.19,9.62,14.56,12.07,1.62,0.32,128.63,1.0,speed_onset_benchmark,TKRKH4920C
252.66,220.74,287.37,255.51,19.85,3.89,18.35,15.43,21.81,18.39,2.04,0.4,17.69,14.75,21.23,17.69,2.11,0.41,129.3,1.0,speed_onset_benchmark,TMQMS4307W
257.97,217.39,298.55,259.1,23.59,4.62,17.39,13.91,20.58,17.29,1.92,0.38,16.13,13.13,19.7,16.16,1.96,0.38,138.92,1.0,speed_onset_benchmark,TPFFP4410O
277.19,243.68,315.79,277.04,21.33,4.18,11.93,9.62,14.39,12.05,1.51,0.3,12.31,9.46,15.21,12.38,1.65,0.32,128.37,1.0,speed_onset_benchmark,TPXYE0168D
268.39,244.48,285.34,267.11,12.37,2.42,25.84,23.75,28.43,25.88,1.5,0.29,25.42,22.87,28.18,25.39,1.67,0.33,133.05,1.0,speed_onset_benchmark,TQQYU0036V
239.67,201.1,278.37,240.83,24.5,4.8,17.08,14.04,20.39,16.99,1.98,0.39,15.01,12.25,17.95,15.09,1.89,0.37,140.1,1.0,speed_onset_benchmark,TXHRP7672C
246.36,224.97,272.91,247.22,16.31,3.2,14.83,12.71,16.7,14.77,1.28,0.25,13.48,11.43,15.23,13.47,1.24,0.24,138.65,1.0,speed_onset_benchmark,TXYJJ1019H
261.4,237.93,289.49,263.15,15.92,3.12,17.8,15.78,19.92,17.81,1.33,0.26,17.58,15.47,19.7,17.56,1.39,0.27,130.23,1.0,speed_onset_benchmark,UALFR2142B
254.97,225.17,278.21,254.11,15.35,3.01,20.66,18.52,23.19,20.71,1.62,0.32,20.13,17.61,23.16,20.33,1.75,0.34,125.77,1.0,speed_onset_benchmark,UIWEN7236N
258.78,229.11,292.05,258.72,18.96,3.72,19.59,16.45,22.01,19.48,1.66,0.32,18.55,16.06,21.27,18.64,1.65,0.32,135.19,1.0,speed_onset_benchmark,UJETD9177J
276.32,233.08,312.22,274.51,28.65,5.62,20.3,16.92,25.21,20.64,2.61,0.51,21.22,16.89,26.43,21.2,2.78,0.55,129.26,1.0,speed_onset_benchmark,UMYTD3128E
231.28,204.85,257.71,231.67,16.98,3.33,17.18,14.32,19.82,17.08,1.71,0.34,15.76,12.71,18.07,15.56,1.7,0.33,131.7,1.0,speed_onset_benchmark,UWCEW6851O
259.51,229.94,287.17,259.16,18.53,3.63,16.35,14.05,19.59,16.56,1.72,0.34,15.85,13.05,19.12,16.0,1.75,0.34,134.13,1.0,speed_onset_benchmark,VKHPY9501A
259.19,235.16,282.31,259.91,14.09,2.76,10.94,9.09,12.14,10.83,0.99,0.19,10.24,8.5,11.65,10.18,0.98,0.19,139.17,1.0,speed_onset_benchmark,VKKDD9172T
240.34,206.64,272.52,240.71,19.68,3.86,14.96,12.92,16.82,14.86,1.29,0.25,14.12,11.99,16.35,14.11,1.35,0.26,128.3,1.0,speed_onset_benchmark,VUHVS8909F
282.12,234.36,346.93,288.77,37.43,7.34,12.85,10.06,17.32,13.21,2.35,0.46,13.81,10.27,18.45,13.98,2.51,0.49,126.41,1.0,speed_onset_benchmark,VVDIY0129H
242.03,211.16,272.91,242.43,19.82,3.89,16.53,14.14,19.52,16.61,1.65,0.32,15.19,13.0,18.12,15.33,1.56,0.31,132.46,1.0,speed_onset_benchmark,VZOCK3505U
260.44,230.71,292.63,260.49,20.7,4.06,18.18,15.23,20.65,18.15,1.73,0.34,17.81,14.82,20.54,17.97,1.72,0.34,127.42,1.0,speed_onset_benchmark,VZZSN1825O
247.91,214.48,289.97,249.86,23.59,4.62,19.22,15.58,22.56,19.09,2.17,0.42,18.68,14.87,22.5,18.61,2.29,0.45,125.65,1.0,speed_onset_benchmark,WJHSV5358P
257.53,232.36,284.28,256.19,16.55,3.24,18.06,16.05,20.74,18.22,1.54,0.3,17.18,14.69,19.82,17.03,1.59,0.31,137.44,1.0,speed_onset_benchmark,WKDIW7014B
242.19,194.92,297.27,243.28,35.95,7.05,14.06,9.34,18.75,13.95,3.04,0.6,13.07,8.26,18.38,13.09,3.03,0.59,128.0,1.0,speed_onset_benchmark,WSFVN0229E
251.26,201.01,306.78,255.03,32.57,6.38,13.07,9.52,17.09,13.15,2.45,0.48,12.46,8.93,16.35,12.39,2.6,0.51,134.57,1.0,speed_onset_benchmark,WSNTP4114A
256.01,237.67,278.13,257.47,13.99,2.74,15.68,13.65,17.95,15.75,1.35,0.27,15.03,13.28,17.75,15.23,1.39,0.27,131.37,1.0,speed_onset_benchmark,WTBXP2683L
252.92,231.56,275.29,253.3,14.21,2.78,17.96,15.94,19.88,17.97,1.2,0.24,17.44,15.46,19.29,17.39,1.21,0.24,129.68,1.0,speed_onset_benchmark,XDAFB7350M
255.92,227.6,286.07,256.07,18.37,3.6,18.94,15.66,21.86,18.87,1.85,0.36,18.37,14.95,21.3,18.29,1.91,0.37,130.27,1.0,speed_onset_benchmark,XDFKW2704K
275.64,233.97,311.06,275.42,24.32,4.77,21.15,17.31,24.7,21.07,2.3,0.45,21.62,17.66,24.74,21.44,2.51,0.49,130.2,1.0,speed_onset_benchmark,XIGJJ1201J
256.98,232.23,279.19,256.45,13.91,2.73,19.16,17.25,21.33,19.2,1.36,0.27,19.15,16.92,21.24,19.07,1.4,0.27,125.19,1.0,speed_onset_benchmark,XKAWN3771U
230.37,172.77,282.72,229.06,33.38,6.54,20.42,15.68,24.61,20.27,2.56,0.5,17.43,13.27,21.17,17.32,2.43,0.48,143.13,1.0,speed_onset_benchmark,XPABC1435F
232.76,198.28,258.73,230.91,18.05,3.54,17.89,15.5,21.13,18.04,1.75,0.34,15.91,13.38,19.4,16.13,1.74,0.34,133.87,1.0,speed_onset_benchmark,XQAGA4299B
269.13,245.85,292.16,270.04,15.19,2.98,19.13,17.34,21.18,19.05,1.18,0.23,18.42,16.3,20.54,18.45,1.31,0.26,138.1,1.0,speed_onset_benchmark,XWUBX0795L
258.33,191.67,308.75,254.92,36.76,7.2,15.83,10.79,20.88,16.16,3.35,0.66,14.98,10.35,20.81,15.32,3.29,0.64,133.02,1.0,speed_onset_benchmark,YEXCH8391J
288.0,239.8,328.2,284.56,29.3,5.74,22.0,18.0,26.02,22.2,2.42,0.47,23.34,18.99,28.01,23.54,2.79,0.55,122.48,1.0,speed_onset_benchmark,YPKYH1768F
240.22,200.98,273.74,238.66,23.05,4.52,13.41,10.88,16.23,13.51,1.87,0.37,11.84,8.85,15.31,12.02,1.82,0.36,141.13,1.0,speed_onset_benchmark,YQMZV4284N
256.12,220.27,298.55,257.48,23.68,4.64,21.16,17.82,24.28,21.12,1.95,0.38,20.26,16.97,23.26,20.1,1.9,0.37,132.28,1.0,speed_onset_benchmark,ZBVSO0975W
247.49,220.98,272.68,247.26,16.59,3.25,13.94,11.8,15.85,13.89,1.28,0.25,13.03,10.72,14.74,12.82,1.25,0.25,135.1,1.0,speed_onset_benchmark,ZHCLE1578P
245.39,221.02,274.87,244.49,17.42,3.41,12.31,10.22,14.24,12.25,1.27,0.25,11.31,9.13,13.36,11.22,1.32,0.26,138.35,1.0,speed_onset_benchmark,ZRRCV7012C
256.33,231.0,280.33,256.68,15.27,2.99,11.03,8.94,12.82,11.06,1.13,0.22,9.21,7.32,11.08,9.21,1.12,0.22,164.15,1.0,same_patient_characteristics,AGNOF1041H
256.34,236.79,280.84,256.4,13.15,2.58,22.48,20.03,24.5,22.39,1.38,0.27,19.97,17.46,21.74,19.82,1.33,0.26,151.32,1.0,same_patient_characteristics,AKCGO9726K
257.0,226.0,290.1,257.08,19.05,3.73,8.6,6.8,10.61,8.71,1.23,0.24,6.47,4.86,8.17,6.62,0.97,0.19,182.5,1.0,same_patient_characteristics,AOBTM3098N
256.26,227.33,291.91,256.63,22.71,4.45,13.1,10.71,15.95,13.21,1.6,0.31,10.16,8.2,12.67,10.3,1.31,0.26,177.4,1.0,same_patient_characteristics,APXEE8191H
254.55,218.0,316.36,259.09,30.24,5.93,7.27,5.45,10.18,7.59,1.55,0.3,5.23,3.33,7.26,5.29,1.19,0.23,197.94,1.0,same_patient_characteristics,ATDID5461S
251.14,209.82,310.73,255.43,28.45,5.58,11.42,8.63,15.07,11.54,1.98,0.39,8.24,5.26,10.84,8.28,1.64,0.32,192.37,1.0,same_patient_characteristics,BBXPQ0212O
255.95,224.11,287.8,255.34,18.82,3.69,7.94,6.33,10.33,8.12,1.32,0.26,6.83,5.29,8.99,6.92,1.18,0.23,158.62,1.0,same_patient_characteristics,BICAW1125K
256.96,222.7,293.47,257.28,21.05,4.13,11.46,8.98,13.29,11.29,1.57,0.31,9.6,7.34,11.53,9.51,1.39,0.27,162.76,1.0,same_patient_characteristics,BQZGT7491V
253.38,218.47,288.4,253.47,21.74,4.26,12.84,10.36,15.78,12.87,1.59,0.31,10.34,7.94,12.88,10.33,1.48,0.29,171.61,1.0,same_patient_characteristics,BXXZS5063A
260.33,198.35,322.31,259.42,40.67,7.97,24.79,18.97,31.4,24.93,4.06,0.79,20.66,15.46,26.78,21.24,3.72,0.73,159.64,1.0,same_patient_characteristics,CNBGF2713O
256.76,227.7,291.51,257.12,18.37,3.6,9.46,7.34,11.4,9.31,1.28,0.25,7.16,5.44,8.76,7.15,1.07,0.21,180.58,1.0,same_patient_characteristics,CQAAX8797Z
258.5,217.52,289.12,256.29,23.3,4.57,9.52,6.8,12.62,9.6,1.8,0.35,5.93,4.2,8.14,6.0,1.33,0.26,216.03,1.0,same_patient_characteristics,CYVHC2532V
258.39,235.96,287.02,258.52,15.37,3.01,10.87,9.32,12.56,10.89,1.06,0.21,9.05,7.54,10.42,9.02,0.92,0.18,166.15,1.0,same_patient_characteristics,DANAH4615Q
261.25,231.75,288.93,260.64,17.44,3.42,10.21,8.47,12.11,10.24,1.16,0.23,8.61,6.79,10.18,8.55,1.08,0.21,164.15,1.0,same_patient_characteristics,DLNBB9786K
254.88,234.38,277.34,254.99,13.37,2.62,8.2,6.73,9.67,8.14,0.91,0.18,7.05,5.82,8.47,7.11,0.87,0.17,154.29,1.0,same_patient_characteristics,DNOYM6465G
259.19,235.11,286.76,260.07,16.24,3.18,8.09,6.42,10.49,8.17,1.27,0.25,5.79,4.13,7.46,5.8,0.98,0.19,195.85,1.0,same_patient_characteristics,DQKFO8183I
259.06,227.95,282.05,258.62,16.15,3.17,5.96,4.56,7.72,6.05,0.93,0.18,4.57,3.48,5.96,4.66,0.77,0.15,179.05,1.0,same_patient_characteristics,DZJVD1372Z
256.95,232.91,282.12,256.25,15.31,3.0,20.4,18.54,22.26,20.4,1.23,0.24,16.52,14.91,18.58,16.57,1.13,0.22,169.24,1.0,same_patient_characteristics,EQPWM6065O
257.94,234.27,287.52,258.5,16.24,3.18,10.67,8.93,12.86,10.79,1.26,0.25,8.88,7.09,10.4,8.92,1.14,0.22,164.95,1.0,same_patient_characteristics,EQZZZ5658G
255.52,239.8,277.69,256.6,11.49,2.25,11.67,10.49,12.41,11.58,0.63,0.12,9.5,8.53,10.38,9.44,0.58,0.11,169.12,1.0,same_patient_characteristics,FAJKD7118X
259.53,234.03,283.12,258.4,16.48,3.23,11.25,9.07,13.62,11.23,1.39,0.27,9.1,7.28,10.84,8.98,1.17,0.23,171.59,1.0,same_patient_characteristics,FCCJC8768V
256.86,239.34,279.3,257.74,14.99,2.94,10.6,9.31,12.48,10.65,1.09,0.21,8.52,7.17,10.06,8.54,0.91,0.18,171.2,1.0,same_patient_characteristics,FLVXS2956M
255.61,233.12,275.52,256.77,12.89,2.53,12.61,10.7,13.74,12.44,0.97,0.19,10.88,9.38,12.3,10.78,0.95,0.19,156.54,1.0,same_patient_characteristics,FPTBM7594G
251.4,212.29,301.68,254.33,26.1,5.12,12.01,8.94,15.08,12.0,1.79,0.35,8.58,6.72,10.89,8.69,1.31,0.26,190.57,1.0,same_patient_characteristics,FWHZZ0143J
256.02,225.27,295.62,257.09,22.41,4.39,9.85,7.87,11.82,9.82,1.34,0.26,7.79,5.67,9.52,7.76,1.23,0.24,175.23,1.0,same_patient_characteristics,FYFMU3598G
258.82,232.13,286.76,259.04,16.93,3.32,17.94,14.84,20.29,17.89,1.66,0.33,14.15,11.87,16.32,14.14,1.4,0.27,174.87,1.0,same_patient_characteristics,GKONI0110I
